wine_type,style,color_depth,color_straw,color_lemon,color_gold,color_amber,color_brown,color_purple,color_ruby,color_garnet,nose_intensity,fruit_green,fruit_citrus,fruit_stone,fruit_tropical,fruit_red,fruit_black,secondary_oak,secondary_creamy,tertiary_present,development,acidity,body,finish,tannin,score_complexity,score_intensity,particle_type,particle_size,particle_count,particle_speed,gravity,color_r,color_g,color_b
red,earthy,0.5397302282201164,0,0,0,0,1,0,0,0,0.5443990192097116,0,0,0,0,1,0,1,0,1,0.37486930038275923,0.4362569633862312,0.7394815263742031,0.7285285677037631,0.6945949167539289,0.6748833203831072,0.8775193355096682,3,4.548,149,0.478,0.366,0.365,0.097,0.03
white,crisp,0.332498322035977,0,1,0,0,0,0,0,0,0.37220834960292626,1,0,0,0,0,0,0,0,0,0.05139532421736035,0.7347793238632413,0.16034247974965848,0.5138837972717111,0.0,0.4140962200566359,0.5600615334010268,0,1.951,180,0.457,-0.792,0.782,0.696,0.462
red,bold_red,0.9277335009195444,0,0,0,0,0,1,1,0,0.7430858616848645,0,0,0,0,1,1,1,0,0,0.2138861040697539,0.4212479645792177,1.0,1.0,0.6887393061425809,0.819398180119401,0.885053519202717,3,5.0,123,0.537,0.348,0.722,0.064,0.178
red,light_red,0.3389649236567319,0,0,0,0,0,0,1,0,0.4326148739635064,0,0,0,0,0,0,0,0,0,0.2073510909101931,0.757432475541228,0.3290010596593528,0.3166391982728225,0.17413409838312927,0.373532849035069,0.4025329719287796,0,2.514,148,0.588,-0.32,0.536,0.019,0.121
red,bold_red,0.7419980164153415,0,0,0,0,0,1,0,0,0.8047467385079315,0,0,0,0,0,1,1,0,0,0.427005054486839,0.48775685707574423,0.7090575016533226,0.9766115386644821,0.6074861086065528,0.6842708366141285,0.8177977652829304,3,4.371,284,0.443,0.311,0.335,0.023,0.365
red,fruity,0.4973954854953395,0,0,0,0,0,1,1,0,0.6927486908413105,0,0,0,0,0,1,0,1,1,0.30316417144362323,0.6780182305660998,0.421492828852404,0.40373430359851703,0.46889313278667266,0.19762616210774772,0.528926510586152,0,2.681,147,0.541,-0.069,0.574,0.022,0.13
white,crisp,0.33664880301710964,1,0,0,0,0,0,0,0,0.4257213285854821,0,1,1,0,0,0,0,0,0,0.026916493310809347,0.6562653147987186,0.11007907638396443,0.4347912369654996,0.0,0.2375927592223291,0.5507854832381887,0,1.453,21,0.526,-0.775,0.713,0.717,0.513
white,rich,0.40314201784615666,0,0,1,0,0,0,0,0,0.5829625438078554,0,1,1,0,0,0,1,1,1,0.5108695980474951,0.4508076089273978,0.5911747413777922,0.8716653709619835,0.0,0.5930907834130925,0.7653101035398119,2,3.257,76,0.38,0.007,0.686,0.6,0.269
white,aromatic,0.40710584708573505,1,0,0,0,0,0,0,0,0.7832110357989286,0,1,0,1,0,0,0,0,0,0.1582635011659044,0.6366264735796926,0.2768053765060119,0.4572326372048824,0.0,0.6712180713155174,0.6137865770018338,1,2.771,265,0.728,-0.483,0.679,0.716,0.528
red,earthy,0.7030197257857392,0,0,0,0,0,0,1,1,0.5341348051559578,0,0,0,0,1,1,1,0,1,0.43735087150157775,0.5642277706529274,0.5763142229900496,0.7034778211841204,0.5400295649454759,0.6886430108811292,0.3922061958104006,0,4.1,171,0.414,0.156,0.5,0.078,0.107
white,rich,0.5934933463544769,0,0,0,0,0,0,0,0,0.6584512511190704,1,1,1,0,0,0,1,0,0,0.41965970708733813,0.3220919563830134,0.7062087173739043,0.7194625739735983,0.0,0.49572596025386506,0.9097736084761633,0,3.33,132,0.308,0.031,0.833,0.779,0.639
red,earthy,0.7482080913057515,0,0,0,0,1,0,1,1,0.5499097374196142,0,0,0,0,1,0,0,0,1,0.63480769315399,0.6852805189946231,0.7558963805135233,0.7805953430930285,0.7213308209950041,0.4736777577386636,0.4470578260892935,3,4.413,110,0.306,0.348,0.391,0.16,0.067
white,rich,0.6078295665737996,0,0,1,0,0,0,0,0,0.83829495239175,0,0,1,0,0,0,0,1,0,0.2867715964107216,0.4104178549008993,0.736969859689859,0.8836649061991307,0.0,0.6623428343544735,0.593815131448682,0,3.632,300,0.499,-0.064,0.777,0.736,0.28
red,light_red,0.20249246786109115,0,0,0,0,0,0,1,0,0.09959426116063719,0,0,0,0,1,0,0,0,0,0.3942391471125915,0.6862462045621451,0.04075744074262114,0.19166589443781346,0.10427262491435914,0.37849231544750805,0.3637229210163525,1,1.794,10,0.311,-0.418,0.507,0.0,0.093
red,bold_red,0.8645791266452405,0,0,0,0,0,0,1,1,0.504686061109972,0,0,0,0,1,1,1,0,1,0.5118652143689337,0.5186689356555775,0.9573334154721547,0.9517757411674388,0.665831462638375,0.8082876020474336,0.6411965978367078,3,5.0,300,0.322,0.565,0.567,0.068,0.151
white,crisp,0.3196631884419128,1,0,0,0,0,0,0,0,0.5430850323972333,0,0,1,0,0,0,0,1,0,0.2061532544945152,0.7736764688415562,0.054583833934884786,0.3900974410638156,0.0,0.23286309168675615,0.741693465727071,1,1.252,204,0.679,-0.702,0.707,0.714,0.509
red,bold_red,0.8922240323589861,0,0,0,0,0,0,0,0,0.6519147818873946,0,0,0,0,1,1,1,0,0,0.583411571086597,0.36570157258418,0.6276993057842607,0.974759475743216,0.7464307285703975,0.6381261074714533,0.5621303176114019,3,4.081,158,0.26,0.529,0.429,0.041,0.396
white,aromatic,0.349640617672735,0,1,0,0,0,0,0,0,0.79709152397077,1,1,0,1,0,0,0,0,0,0.0,0.8879176348963902,0.42667391962894635,0.8154446948045536,0.0,0.7922203725042734,0.6099476042761681,4,3.073,164,0.884,-0.655,0.712,0.705,0.427
white,rich,0.6146717013307096,0,0,0,0,0,0,0,0,0.6039894452994743,0,0,1,0,0,0,1,0,0,0.3306135486368787,0.35630775679905347,1.0,0.475561751285391,0.0,0.9238823025007802,0.7945680778178565,0,4.9,178,0.391,0.218,0.823,0.759,0.611
white,rich,0.7550196122992032,0,0,1,0,0,0,0,0,0.6768175103446371,0,0,1,1,0,0,1,0,0,0.6855035923714723,0.573455833864689,0.6999087504801971,0.6361394147694911,0.0,0.6155851599308237,0.7440624230689191,0,3.793,78,0.416,0.149,0.849,0.746,0.276
white,aromatic,0.3001909263466873,0,1,0,0,0,0,0,0,0.6982371705779941,0,1,0,1,0,0,0,0,0,0.09450409671911914,0.7237881212833318,0.35588703117223064,0.4670842880612629,0.0,0.8866642274886141,0.8847915704697352,1,2.947,253,0.625,-0.626,0.675,0.631,0.47
red,aged,0.5622260077818144,0,0,0,0,1,0,0,1,0.6014179900440152,0,0,0,0,1,1,1,0,1,0.7622166468302023,0.3885125747028822,0.5067480772510651,0.8411305529080315,0.6315829582237108,0.8540548744435873,0.8216978257567686,2,4.306,300,0.239,0.424,0.395,0.067,0.086
red,earthy,0.41851622186706927,0,0,0,0,0,0,0,1,0.5994372671029892,0,0,0,0,1,0,0,0,0,0.47896692190714407,0.5426632155268306,0.4289518382785309,0.37238894914944826,0.7635554899131277,0.5794796850011545,0.5638671873318384,0,3.638,213,0.441,0.287,0.499,0.048,0.101
white,crisp,0.1943269715650526,1,0,0,0,0,0,0,0,0.6656700914810054,1,1,0,0,0,0,0,1,0,0.0,0.9842798346946308,0.18192558261015548,0.4893654822670076,0.0,0.17731667686826738,0.2679579807968662,2,1.671,149,0.814,-0.865,0.674,0.674,0.518
